,t,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,omega_1,omega_2,omega_3,omega_4,omega_5,omega_6,omega_7,omega_8,omega_9,omega_10,omega_11,omega_12
5771,1573744310.6957173,0.47162947058677673,-0.394552081823349,-0.15034624934196472,0.21959063410758972,0.3055552542209625,-0.23162534832954407,717.6575317382812,722.6283569335938,692.9249877929688,691.1174926757812,694.8894653320312,702.5463256835938,716.2528076171875,723.9963989257812,691.7295532226562,692.3161010742188,696.1974487304688,701.2736206054688
5772,1573744310.7058392,0.4686347246170044,-0.3920363485813141,-0.152994304895401,0.2223910391330719,0.29986312985420227,-0.2258562296628952,717.5556030273438,721.8961791992188,692.9202270507812,691.5537719726562,694.5166625976562,701.9072875976562,716.1622314453125,723.2567138671875,691.7206420898438,692.7542114257812,695.8243408203125,700.6334838867188
5773,1573744310.7157655,0.4656173288822174,-0.38930562138557434,-0.15558840334415436,0.224885031580925,0.29426705837249756,-0.2200453132390976,717.280029296875,721.2814331054688,692.8427124023438,692.0217895507812,693.9340209960938,701.4825439453125,715.8936767578125,722.6370239257812,691.6431274414062,693.2194213867188,695.2449340820312,700.2063598632812
5774,1573744310.7250004,0.46249958872795105,-0.38654908537864685,-0.15844453871250153,0.22746704518795013,0.2882879674434662,-0.21410876512527466,716.9060668945312,720.7052001953125,692.83056640625,692.407470703125,693.3187255859375,701.0245971679688,715.5277709960938,722.0540771484375,691.6343383789062,693.5996704101562,694.6283569335938,699.7505493164062
5775,1573744310.7348473,0.4631129503250122,-0.3872499167919159,-0.1606249064207077,0.22953183948993683,0.28704074025154114,-0.21270857751369476,717.0023193359375,720.6775512695312,692.7552490234375,692.6322631835938,693.0476684570312,700.9172973632812,715.6259155273438,722.0253295898438,691.5601196289062,693.8218383789062,694.360107421875,699.6414794921875
5776,1573744310.7437756,0.4597609043121338,-0.38420411944389343,-0.16352394223213196,0.23224207758903503,0.28055045008659363,-0.2064770758152008,716.657470703125,720.2330932617188,693.0174560546875,692.9951171875,692.61962890625,700.4689331054688,715.2876586914062,721.5750122070312,691.8248291015625,694.1817016601562,693.9266967773438,699.1983032226562
5777,1573744310.7553356,0.45334240794181824,-0.3779163062572479,-0.1678570657968521,0.23643183708190918,0.2692331373691559,-0.19504110515117645,716.015380859375,719.4569702148438,693.386962890625,693.81640625,691.8045654296875,699.9552612304688,714.649658203125,720.7955932617188,692.1946411132812,695.0003662109375,693.11328125,698.6846313476562
5778,1573744310.7648787,0.4500417411327362,-0.37431755661964417,-0.1699899137020111,0.2387455254793167,0.2632773816585541,-0.18879546225070953,715.4591674804688,718.956787109375,693.4924926757812,694.0587158203125,691.2171630859375,699.5812377929688,714.0889282226562,720.299560546875,692.29638671875,695.2457885742188,692.5307006835938,698.30712890625
5779,1573744310.77443,0.4439307153224945,-0.3674883246421814,-0.17139442265033722,0.24028471112251282,0.2547065019607544,-0.17981362342834473,714.3479614257812,718.3603515625,693.7114868164062,694.3455810546875,690.3477783203125,699.3640747070312,712.9647827148438,719.712646484375,692.5123901367188,695.5352172851562,691.6693725585938,698.0857543945312
5780,1573744310.7849233,0.4413466155529022,-0.36410167813301086,-0.1727927327156067,0.2422812581062317,0.24976709485054016,-0.17461685836315155,713.6561889648438,718.0777587890625,694.0249633789062,694.221435546875,689.913818359375,698.97265625,712.2582397460938,719.4420776367188,692.81640625,695.4226684570312,691.2392578125,697.6908569335938
5781,1573744310.7924817,0.4382707178592682,-0.3603813648223877,-0.17316217720508575,0.24291251599788666,0.24565984308719635,-0.17005273699760437,713.0645751953125,717.8229370117188,694.1278686523438,694.3717651367188,689.4623413085938,698.9583740234375,711.6548461914062,719.19677734375,692.9144287109375,695.5775756835938,690.796630859375,697.67041015625
5782,1573744310.8046746,0.4352107644081116,-0.355841726064682,-0.17630203068256378,0.24729695916175842,0.23785808682441711,-0.16171859204769135,712.232421875,717.6402587890625,694.8801879882812,694.2985229492188,688.9725952148438,698.4151611328125,710.794921875,719.0371704101562,693.6466674804688,695.528564453125,690.3151245117188,697.1189575195312
5783,1573744310.8142078,0.42845895886421204,-0.34852445125579834,-0.17734195291996002,0.2484632283449173,0.22890670597553253,-0.15258756279945374,711.0842895507812,717.0169677734375,695.1350708007812,694.5081787109375,688.23388671875,698.2078247070312,709.63671875,718.4204711914062,693.8991088867188,695.7409057617188,689.5802001953125,696.9110107421875
5784,1573744310.8246856,0.42587360739707947,-0.34552764892578125,-0.18006764352321625,0.2516833245754242,0.22270417213439941,-0.14648449420928955,710.49609375,716.6802978515625,695.5630493164062,694.4199829101562,687.891357421875,697.6343994140625,709.041259765625,718.08935546875,694.319580078125,695.6629638671875,689.234375,696.3394775390625
5785,1573744310.83457,0.4229755401611328,-0.34194114804267883,-0.1823875457048416,0.2544748783111572,0.21663571894168854,-0.140062153339386,709.8846435546875,716.3892211914062,695.8444213867188,694.5626831054688,687.3924560546875,697.3697509765625,708.417236328125,717.808349609375,694.5927124023438,695.8145141601562,688.7416381835938,696.0701904296875
5786,1573744310.8427978,0.4164220988750458,-0.3342231214046478,-0.18212908506393433,0.25513994693756104,0.2087612897157669,-0.13147525489330292,708.6805419921875,715.6758422851562,696.0383911132812,694.5055541992188,686.7872314453125,697.074951171875,707.1924438476562,717.1118774414062,694.771240234375,695.7742309570312,688.1489868164062,695.7650146484375
5787,1573744310.85196,0.4173147678375244,-0.33410561084747314,-0.1835225522518158,0.2570403516292572,0.20800569653511047,-0.12974116206169128,708.5372924804688,715.7764892578125,695.939453125,694.7139892578125,686.3231811523438,697.239013671875,707.0302124023438,717.229248046875,694.6624755859375,695.9906616210938,687.7036743164062,695.9146118164062
5788,1573744310.8634021,0.41069844365119934,-0.3253205418586731,-0.18297669291496277,0.2583944499492645,0.1995679885149002,-0.12005863338708878,707.1318969726562,715.2161865234375,696.4461059570312,694.4390869140625,685.7891235351562,696.9019775390625,705.5848388671875,716.7018432617188,695.1381225585938,695.7510375976562,687.1912231445312,695.5579223632812
5789,1573744310.8734124,0.4079901874065399,-0.3216431140899658,-0.18386635184288025,0.25985080003738403,0.1948922574520111,-0.1151624247431755,706.497802734375,715.3512573242188,696.9915771484375,694.443359375,685.553466796875,696.9751586914062,704.93115234375,716.8507080078125,695.6747436523438,695.7672119140625,686.9601440429688,695.6284790039062
5790,1573744310.8829043,0.4052734076976776,-0.31849291920661926,-0.18451879918575287,0.26106947660446167,0.19031032919883728,-0.1112341582775116,705.8512573242188,715.474365234375,697.8641967773438,693.9803466796875,685.7276611328125,696.619873046875,704.2747802734375,716.978271484375,696.5409545898438,695.3182373046875,687.1211547851562,695.2828979492188
5791,1573744310.8905613,0.4025670886039734,-0.31553736329078674,-0.18432745337486267,0.26084455847740173,0.18734118342399597,-0.10829760879278183,705.3029174804688,715.3402099609375,697.9351806640625,693.9528198242188,685.441162109375,696.6722412109375,703.7213134765625,716.8463745117188,696.61279296875,695.2904663085938,686.8348388671875,695.3369750976562
5792,1573744310.9027352,0.40033039450645447,-0.3118162751197815,-0.1844031661748886,0.26224619150161743,0.18345600366592407,-0.103984534740448,704.6188354492188,715.5802612304688,698.72998046875,693.614013671875,685.4603271484375,696.5814819335938,703.0075073242188,717.1084594726562,697.387451171875,694.978515625,686.861083984375,695.23876953125
5793,1573744310.9124775,0.3951411843299866,-0.3058110773563385,-0.18307317793369293,0.26136428117752075,0.17850184440612793,-0.09873258322477341,703.7008666992188,715.39892578125,698.9841918945312,693.5473022460938,685.154541015625,696.742431640625,702.0734252929688,716.9375,697.6347045898438,694.9207153320312,686.5618896484375,695.3961791992188
5794,1573744310.922406,0.39388442039489746,-0.3041868209838867,-0.18412093818187714,0.26292696595191956,0.1754041612148285,-0.09591694176197052,703.4989013671875,715.656494140625,699.7218627929688,693.434326171875,685.4103393554688,696.6295776367188,701.8631591796875,717.1998901367188,698.3653564453125,694.8198852539062,686.8117065429688,695.286865234375
5795,1573744310.9322681,0.38912639021873474,-0.2985420525074005,-0.18273627758026123,0.2620353102684021,0.17100228369235992,-0.09109771996736526,702.6163330078125,715.5056762695312,699.9075317382812,693.3659057617188,685.0764770507812,696.826904296875,700.9629516601562,717.0606689453125,698.5431518554688,694.760986328125,686.4866333007812,695.4788208007812
5796,1573744310.9425948,0.3886944055557251,-0.2974407374858856,-0.18199357390403748,0.26207512617111206,0.1705358773469925,-0.09057380259037018,702.380615234375,715.740234375,700.419677734375,692.98583984375,685.3438110351562,696.7110595703125,700.71337890625,717.3051147460938,699.0443115234375,694.3973999023438,686.7539672851562,695.3607177734375
5797,1573744310.951847,0.3911740183830261,-0.29926392436027527,-0.18332605063915253,0.2636229991912842,0.17152096331119537,-0.09136458486318588,702.5371704101562,716.3989868164062,700.7835083007812,693.1160278320312,685.3461303710938,697.0523681640625,700.855224609375,717.9743041992188,699.4046630859375,694.5325927734375,686.7610473632812,695.6994018554688
5798,1573744310.9619074,0.3919156789779663,-0.29948267340660095,-0.18231257796287537,0.2631436884403229,0.1728021502494812,-0.09267579019069672,702.4253540039062,716.7247924804688,701.1578979492188,692.7112426757812,685.6051025390625,697.0089111328125,700.7320556640625,718.3077392578125,699.772216796875,694.1395263671875,687.018798828125,695.6553344726562
5799,1573744310.9719875,0.39152398705482483,-0.2986049950122833,-0.1802131086587906,0.2611364722251892,0.1743098348379135,-0.09398124366998672,702.1325073242188,716.9082641601562,701.1094970703125,692.4921264648438,685.5213012695312,697.2755126953125,700.4287109375,718.4977416992188,699.7230224609375,693.9223022460938,686.9398193359375,695.9193725585938
5800,1573744310.982114,0.38751423358917236,-0.294184148311615,-0.17767120897769928,0.25900816917419434,0.17201213538646698,-0.09174014627933502,701.4406127929688,716.78759765625,701.3863525390625,692.1024169921875,685.5850219726562,697.2569580078125,699.7281494140625,718.3812255859375,699.994873046875,693.5418090820312,687.0023803710938,695.9014892578125
5801,1573744310.9898698,0.38640668988227844,-0.29248136281967163,-0.17443294823169708,0.255789577960968,0.17390647530555725,-0.09336511045694351,700.9811401367188,716.9893188476562,701.26416015625,691.828369140625,685.4308471679688,697.6670532226562,699.2556762695312,718.5904541015625,699.8732299804688,693.2681884765625,686.8548583984375,696.3084106445312
5802,1573744310.998785,0.38833925127983093,-0.2940671741962433,-0.17418719828128815,0.2557317912578583,0.1760280579328537,-0.09543213248252869,701.151611328125,717.4095458984375,701.4818725585938,691.7340698242188,685.6151733398438,697.8275756835938,699.418212890625,719.0164184570312,700.0885009765625,693.1782836914062,687.0404663085938,696.4676513671875
5803,1573744311.0093086,0.38619571924209595,-0.29078853130340576,-0.1698220819234848,0.2516056001186371,0.17777575552463531,-0.09638462215662003,700.46630859375,717.642578125,701.27392578125,691.5369262695312,685.2799072265625,698.5114135742188,698.7091064453125,719.2649536132812,699.8768920898438,692.9849243164062,686.7227172851562,697.1407470703125
5804,1573744311.0195413,0.3844911456108093,-0.28861159086227417,-0.16499929130077362,0.24719806015491486,0.17505000531673431,-0.09348966181278229,699.9075927734375,717.5680541992188,701.4364013671875,691.2195434570312,685.3554077148438,698.60791015625,698.1406860351562,719.1959838867188,700.0338745117188,692.6761474609375,686.8014526367188,697.2342529296875
5805,1573744311.0306113,0.38496264815330505,-0.2883971929550171,-0.16107146441936493,0.243412584066391,0.17816564440727234,-0.09608473628759384,699.6533813476562,717.8064575195312,701.2332153320312,690.972412109375,685.28125,699.0410766601562,697.8719482421875,719.4441528320312,699.828857421875,692.4312744140625,686.7384643554688,697.6597900390625
5806,1573744311.0393386,0.385149210691452,-0.2881980836391449,-0.1561456173658371,0.23888787627220154,0.1812664270401001,-0.09911750257015228,699.4444580078125,717.9259643554688,701.3199462890625,690.3370971679688,685.6731567382812,699.0631103515625,697.65478515625,719.5689697265625,699.9114990234375,691.8046875,687.1307373046875,697.6791381835938
5807,1573744311.0485258,0.3855569660663605,-0.2881794571876526,-0.15181921422481537,0.23459213972091675,0.18520739674568176,-0.10269297659397125,699.2875366210938,718.0977172851562,701.0921020507812,690.0365600585938,685.746337890625,699.429931640625,697.48876953125,719.7467651367188,699.6838989257812,691.50439453125,687.2117919921875,698.0402221679688
5808,1573744311.0582798,0.38462600111961365,-0.28669482469558716,-0.14671242237091064,0.23017798364162445,0.18384544551372528,-0.10096637904644012,698.9248046875,717.9788818359375,701.2493286132812,689.6541137695312,685.9971313476562,699.4002685546875,697.115478515625,719.6357421875,699.8312377929688,691.1356201171875,687.4683837890625,698.0033569335938
5809,1573744311.0682337,0.3853452205657959,-0.286679208278656,-0.1420445293188095,0.22595545649528503,0.18911851942539215,-0.10533951967954636,698.9051513671875,718.020751953125,700.869384765625,689.384765625,686.111083984375,699.7323608398438,697.0819702148438,719.6897583007812,699.444091796875,690.8731079101562,687.599365234375,698.3204956054688
5810,1573744311.0779886,0.38532108068466187,-0.2865051031112671,-0.13707584142684937,0.22133216261863708,0.19266928732395172,-0.1087237298488617,698.8343505859375,717.8717651367188,700.739990234375,688.8400268554688,686.5225219726562,699.6488037109375,697.0089721679688,719.5433349609375,699.310791015625,690.3351440429688,688.0125122070312,698.2322387695312
5811,1573744311.0893867,0.38498586416244507,-0.28583094477653503,-0.1316918581724167,0.21600094437599182,0.19538943469524384,-0.11069590598344803,698.7100219726562,717.7264404296875,700.2425537109375,688.8091430664062,686.4889526367188,700.0711059570312,696.8787231445312,719.4034423828125,698.8115844726562,690.3031616210938,687.9940795898438,698.6429443359375
5812,1573744311.0985155,0.38342592120170593,-0.28393733501434326,-0.125645712018013,0.21054251492023468,0.1931183636188507,-0.10779962688684464,698.4620361328125,717.328857421875,700.1363525390625,688.7274169921875,686.6665649414062,700.1087646484375,696.6259765625,719.0111694335938,698.6954956054688,690.2315063476562,688.1824340820312,698.6693115234375
5813,1573744311.1077278,0.3834168612957001,-0.28354543447494507,-0.12067864835262299,0.20578067004680634,0.1971074491739273,-0.11095301061868668,698.4656372070312,717.1725463867188,699.62744140625,688.6701049804688,686.7230834960938,700.467041015625,696.6233520507812,718.8616943359375,698.1822509765625,690.1756591796875,688.2551879882812,699.0140380859375
5814,1573744311.1177065,0.38303786516189575,-0.2828955352306366,-0.11546122282743454,0.2009790688753128,0.19981862604618073,-0.11319304257631302,698.3958129882812,716.94091796875,699.4048461914062,688.3463745117188,687.0222778320312,700.5015258789062,696.5494995117188,718.6348266601562,697.9535522460938,689.8590087890625,688.5621948242188,699.0393676757812
5815,1573744311.1284664,0.3824859857559204,-0.2819596827030182,-0.11043788492679596,0.19616445899009705,0.20178107917308807,-0.1141819879412651,698.2855224609375,716.6416015625,698.8102416992188,688.4463500976562,686.8861083984375,700.8710327148438,696.4334106445312,718.3421630859375,697.3536987304688,689.9598999023438,688.4451904296875,699.393798828125
5816,1573744311.1370463,0.3812083899974823,-0.280855655670166,-0.10495425015687943,0.1909150928258896,0.20195874571800232,-0.1140790805220604,698.2520751953125,716.1517944335938,698.5390014648438,688.3209228515625,687.1747436523438,700.8048095703125,696.4056396484375,717.8504028320312,697.0784912109375,689.837646484375,688.73779296875,699.3214111328125
5817,1573744311.146414,0.3792332410812378,-0.279063880443573,-0.09901583939790726,0.18471255898475647,0.19956891238689423,-0.11131089180707932,697.8689575195312,715.6886596679688,698.0404663085938,688.4838256835938,686.9201049804688,701.0902709960938,696.0272216796875,717.3834838867188,696.582763671875,689.993408203125,688.4917602539062,699.6021728515625
5818,1573744311.1568532,0.37825700640678406,-0.2782624661922455,-0.09426941722631454,0.17990471422672272,0.2005230337381363,-0.11229441314935684,697.7137451171875,715.475341796875,697.9033813476562,688.254150390625,687.14501953125,701.1390380859375,695.8759765625,717.1669311523438,696.4473876953125,689.7625732421875,688.7158203125,699.6505737304688
5819,1573744311.1668117,0.37652406096458435,-0.2763581871986389,-0.08886867016553879,0.17459960281848907,0.19790153205394745,-0.10903208702802658,697.3446044921875,715.0801391601562,697.5072631835938,688.4279174804688,686.885009765625,701.4035034179688,695.5046997070312,716.7737426757812,696.048095703125,689.9359130859375,688.468994140625,699.9059448242188
5820,1573744311.1765492,0.376295268535614,-0.2759498357772827,-0.08654479682445526,0.17299236357212067,0.1989288181066513,-0.10968858003616333,697.5445556640625,714.7553100585938,697.5048217773438,688.250732421875,687.30908203125,701.1170043945312,695.7035522460938,716.4536743164062,696.0341796875,689.7716064453125,688.8973388671875,699.6107177734375
5821,1573744311.187427,0.3754847049713135,-0.2750939130783081,-0.08345068246126175,0.17010539770126343,0.1986127644777298,-0.10886673629283905,697.5964965820312,714.4651489257812,697.23681640625,688.4451904296875,687.345458984375,701.252685546875,695.7562866210938,716.1652221679688,695.76123046875,689.9681396484375,688.9431762695312,699.7379760742188
5822,1573744311.1964161,0.3734283447265625,-0.2732095420360565,-0.07844763994216919,0.16544099152088165,0.19452209770679474,-0.10475922375917435,697.3775024414062,713.9476928710938,697.2808227539062,688.3292846679688,687.581298828125,700.9893188476562,695.5425415039062,715.64501953125,695.800048828125,689.8585815429688,689.1776123046875,699.4727172851562
5823,1573744311.2065187,0.37284231185913086,-0.27268701791763306,-0.07637979090213776,0.1636488288640976,0.19434958696365356,-0.10426617413759232,697.5702514648438,713.6594848632812,697.1401977539062,688.4751586914062,687.7744140625,700.963134765625,695.7384643554688,715.357421875,695.65380859375,690.00830078125,689.3757934570312,699.440185546875
5824,1573744311.2166405,0.3723234236240387,-0.2721940875053406,-0.07518593221902847,0.16288688778877258,0.19309385120868683,-0.10297466069459915,697.7774047851562,713.5022583007812,697.365966796875,688.4813232421875,688.1727905273438,700.7626342773438,695.9473876953125,715.2011108398438,695.8726806640625,690.0230102539062,689.77294921875,699.2369384765625
5825,1573744311.2256324,0.3705255091190338,-0.2706054449081421,-0.07167278230190277,0.15950755774974823,0.18862970173358917,-0.09869418293237686,697.4793090820312,713.1061401367188,697.4619750976562,688.3380737304688,688.2670288085938,700.4885864257812,695.6544189453125,714.8009643554688,695.9672241210938,689.8828735351562,689.8624877929688,698.9649658203125
5826,1573744311.2361255,0.37019217014312744,-0.27028173208236694,-0.07103146612644196,0.15896408259868622,0.187883660197258,-0.09768830984830856,697.5994262695312,712.9833984375,697.3554077148438,688.5681762695312,688.26708984375,700.5709228515625,695.7755737304688,714.678955078125,695.8577880859375,690.1136474609375,689.8674926757812,699.0430908203125
5827,1573744311.2448814,0.3685804009437561,-0.26846620440483093,-0.06772264093160629,0.15620261430740356,0.1830994188785553,-0.09259822964668274,697.3449096679688,712.5656127929688,697.4181518554688,688.5272827148438,688.2996215820312,700.3258056640625,695.5188598632812,714.2643432617188,695.9114990234375,690.0827026367188,689.9042358398438,698.7920532226562
5828,1573744311.2549016,0.36843541264533997,-0.26807254552841187,-0.06746771186590195,0.15630777180194855,0.18215438723564148,-0.0911446064710617,697.4810180664062,712.4450073242188,697.3263549804688,688.78271484375,688.2710571289062,700.3907470703125,695.6513671875,714.14892578125,695.8121948242188,690.3434448242188,689.885009765625,698.8486938476562
5829,1573744311.2643797,0.36872178316116333,-0.2683938145637512,-0.07034635543823242,0.15965507924556732,0.18006789684295654,-0.08919280767440796,697.8486938476562,712.4209594726562,697.742919921875,688.8599853515625,688.6256103515625,700.0092163085938,696.0208129882812,714.1260986328125,696.2213134765625,690.4306640625,690.234619140625,698.467041015625
5830,1573744311.273894,0.3686252534389496,-0.26798564195632935,-0.07142292708158493,0.16115739941596985,0.17763230204582214,-0.08631476014852524,697.9561767578125,712.3572387695312,697.7996215820312,689.137451171875,688.5531005859375,699.9963989257812,696.1232299804688,714.0682983398438,696.2697143554688,690.7151489257812,690.1699829101562,698.4469604492188
5831,1573744311.2869449,0.3683658540248871,-0.2671327590942383,-0.07175992429256439,0.16211605072021484,0.17465588450431824,-0.08254531770944595,697.9542846679688,712.2280883789062,697.74609375,689.45947265625,688.3357543945312,700.0501708984375,696.1111450195312,713.949462890625,696.2039794921875,691.0470581054688,689.9673461914062,698.4883422851562
5832,1573744311.2943635,0.3671247959136963,-0.26571980118751526,-0.07067184895277023,0.16150297224521637,0.16941919922828674,-0.0771406963467598,697.7697143554688,711.9354248046875,697.92236328125,689.478271484375,688.3342895507812,699.7778930664062,695.9244995117188,713.6595458984375,696.3724975585938,691.0748901367188,689.9675903320312,698.212646484375
5833,1573744311.3043318,0.3667141795158386,-0.26534339785575867,-0.07218856364488602,0.1632002741098404,0.16599036753177643,-0.07370856404304504,697.8765258789062,711.8692016601562,698.1189575195312,689.705078125,688.3623657226562,699.655029296875,696.0325317382812,713.5934448242188,696.5653686523438,691.3052368164062,689.9950561523438,698.08935546875
5834,1573744311.313217,0.36519894003868103,-0.26381707191467285,-0.07166053354740143,0.16270993649959564,0.15988516807556152,-0.06717951595783234,697.7371215820312,711.520751953125,697.89306640625,690.2349853515625,687.9475708007812,699.769775390625,695.8944091796875,713.2453002929688,696.3359375,691.83349609375,689.5892333984375,698.1990356445312
5835,1573744311.323098,0.36467453837394714,-0.2631213963031769,-0.07371960580348969,0.1652681678533554,0.15527917444705963,-0.06222309172153473,697.8975830078125,711.292236328125,698.0216064453125,690.5831298828125,687.9151000976562,699.5645141601562,696.0533447265625,713.0210571289062,696.4547119140625,692.190185546875,689.56201171875,697.9874877929688
5836,1573744311.3353682,0.3641916513442993,-0.26211434602737427,-0.07518896460533142,0.16729678213596344,0.150915265083313,-0.05710605904459953,697.9846801757812,711.1820678710938,698.0349731445312,691.104248046875,687.6898803710938,699.6700439453125,696.1317138671875,712.92041015625,696.4561157226562,692.7198486328125,689.3511352539062,698.08154296875
5837,1573744311.3433464,0.3624981641769409,-0.2602618634700775,-0.07443864643573761,0.16697482764720917,0.14410585165023804,-0.05005291476845741,697.8231811523438,710.874755859375,698.2034912109375,691.3280029296875,687.630126953125,699.511962890625,695.968505859375,712.6157836914062,696.6166381835938,692.9513549804688,689.2950439453125,697.9192504882812
5838,1573744311.352362,0.3617987334728241,-0.2594153583049774,-0.07601379603147507,0.16871127486228943,0.13976870477199554,-0.04543273150920868,697.8504028320312,710.7894287109375,698.2508544921875,691.75634765625,687.4329833984375,699.5863647460938,695.9935913085938,712.5332641601562,696.6593627929688,693.3817138671875,689.1036987304688,697.9899291992188
5839,1573744311.3621745,0.36104413866996765,-0.25856611132621765,-0.07816361635923386,0.17109541594982147,0.13488785922527313,-0.040458954870700836,697.8887329101562,710.7316284179688,698.494873046875,692.0797119140625,687.3795166015625,699.5161743164062,696.0305786132812,712.4774169921875,696.8984375,693.7095336914062,689.0516357421875,697.9182739257812
5840,1573744311.3733666,0.3603084087371826,-0.25748497247695923,-0.07978631556034088,0.17292249202728271,0.13022327423095703,-0.0354761965572834,697.7022705078125,710.6837768554688,698.5363159179688,692.3930053710938,687.030517578125,699.5967407226562,695.8375854492188,712.4345703125,696.9349975585938,694.02587890625,688.7095336914062,697.9953002929688
5841,1573744311.382394,0.35890713334083557,-0.2556197941303253,-0.07956969738006592,0.1731286197900772,0.12408442050218582,-0.029103709384799004,697.2765502929688,710.598876953125,698.755859375,692.4392700195312,686.7932739257812,699.5477294921875,695.4027709960938,712.3555297851562,697.1476440429688,694.0804443359375,688.4766845703125,697.9432983398438
5842,1573744311.392485,0.35826876759529114,-0.2545313239097595,-0.08144049346446991,0.17536874115467072,0.11964727193117142,-0.02435915544629097,697.0784912109375,710.5877685546875,698.9111938476562,692.6402587890625,686.53564453125,699.5474853515625,695.196044921875,712.35107421875,697.2959594726562,694.2880859375,688.22509765625,697.9390869140625
5843,1573744311.4019477,0.3574256896972656,-0.25335410237312317,-0.08297818154096603,0.17725610733032227,0.11494001746177673,-0.019541891291737556,696.8270874023438,710.5588989257812,699.1598510742188,692.7032470703125,686.3749389648438,699.4393920898438,694.9381103515625,712.32666015625,697.5389404296875,694.358154296875,688.0662841796875,697.8296508789062
5844,1573744311.4111974,0.35572314262390137,-0.2514303922653198,-0.082850880920887,0.1771104633808136,0.10854993015527725,-0.013189924880862236,696.3108520507812,710.5682373046875,699.3005981445312,692.8507690429688,685.98974609375,699.5986938476562,694.4163818359375,712.3370361328125,697.6796264648438,694.5057373046875,687.68212890625,697.99169921875
5845,1573744311.4212725,0.35490742325782776,-0.25029173493385315,-0.08417715132236481,0.17870770394802094,0.1042793020606041,-0.008940807543694973,696.0137329101562,710.6781616210938,699.6394653320312,692.8582763671875,685.869873046875,699.5721435546875,694.1119995117188,712.45068359375,698.0145874023438,694.51953125,687.56201171875,697.966064453125
5846,1573744311.4308834,0.3540950119495392,-0.2491256296634674,-0.08536256104707718,0.18013328313827515,0.1001957580447197,-0.004814937710762024,695.7066650390625,710.7894287109375,699.9080810546875,692.9116821289062,685.6895141601562,699.6151123046875,693.7970581054688,712.5659790039062,698.2794189453125,694.5783081054688,687.383056640625,698.0092163085938
5847,1573744311.4398017,0.3540312647819519,-0.24889561533927917,-0.08650530874729156,0.1814010739326477,0.09903137385845184,-0.0036632982082664967,695.6515502929688,710.9257202148438,700.109375,692.9424438476562,685.6812133789062,699.63916015625,693.738037109375,712.7044677734375,698.4788818359375,694.6121215820312,687.3746948242188,698.0336303710938
5848,1573744311.4522822,0.3528858423233032,-0.24716278910636902,-0.08771805465221405,0.18300803005695343,0.09345588833093643,0.0018704351969063282,695.1822509765625,711.3076171875,700.7169799804688,692.9495849609375,685.5614624023438,699.8045654296875,693.254638671875,713.0928344726562,699.0810546875,694.6290283203125,687.2553100585938,698.20068359375
5849,1573744311.4612288,0.35161474347114563,-0.24566160142421722,-0.08747701346874237,0.18298976123332977,0.08884280920028687,0.006203582510352135,694.68017578125,711.4835205078125,701.1817626953125,692.7131958007812,685.529541015625,699.756591796875,692.74609375,713.26953125,699.5443115234375,694.3993530273438,687.21826171875,698.1574096679688
5850,1573744311.4714186,0.351561039686203,-0.24499043822288513,-0.0887211486697197,0.18474359810352325,0.0868508368730545,0.008200432173907757,694.350830078125,711.8966674804688,701.7460327148438,692.492919921875,685.5556640625,699.7777709960938,692.4022827148438,713.6902465820312,700.1021728515625,694.1913452148438,687.2445068359375,698.1784057617188
5851,1573744311.4804015,0.3517517149448395,-0.2444009780883789,-0.08943067491054535,0.1861022412776947,0.08556608110666275,0.009519608691334724,693.9988403320312,712.468505859375,702.454833984375,692.1709594726562,685.6814575195312,699.84423828125,692.0318603515625,714.2718505859375,700.8030395507812,693.8850708007812,687.3709716796875,698.243896484375
5852,1573744311.489795,0.35200583934783936,-0.2442542314529419,-0.0903591439127922,0.18737581372261047,0.08489561080932617,0.00988455954939127,693.7229614257812,713.0184936523438,703.15966796875,691.8097534179688,685.8887329101562,699.8379516601562,691.7448120117188,714.82568359375,701.50537109375,693.5342407226562,687.572265625,698.2418212890625
5853,1573744311.4997578,0.35241612792015076,-0.24413585662841797,-0.09125413000583649,0.1888536661863327,0.0846223309636116,0.01008819229900837,693.5501098632812,713.4727783203125,703.8248291015625,691.4608764648438,686.1602783203125,699.7525024414062,691.5592651367188,715.2866821289062,702.163818359375,693.1998291015625,687.8414916992188,698.1560668945312
5854,1573744311.5095775,0.3529628813266754,-0.24422936141490936,-0.09209948033094406,0.19023822247982025,0.08493860065937042,0.009703196585178375,693.44482421875,713.8741455078125,704.4231567382812,691.1182861328125,686.451904296875,699.6358032226562,691.4430541992188,715.6939697265625,702.7560424804688,692.87060546875,688.1306762695312,698.0388793945312
5855,1573744311.5187845,0.35259270668029785,-0.24387478828430176,-0.09204130619764328,0.19018295407295227,0.08353883773088455,0.010681280866265297,693.1739501953125,714.1197509765625,704.8172607421875,690.8433227539062,686.5550537109375,699.5836791992188,691.1702880859375,715.9373168945312,703.15234375,692.598388671875,688.2258911132812,697.9933471679688
5856,1573744311.5294614,0.3532847464084625,-0.24416504800319672,-0.09310107678174973,0.19155606627464294,0.08426329493522644,0.009785551577806473,693.2898559570312,714.8816528320312,705.6219482421875,690.8172607421875,686.9868774414062,699.8630981445312,691.2748413085938,716.7045288085938,703.9537353515625,692.5819702148438,688.6549682617188,698.2742919921875
