,t,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,omega_1,omega_2,omega_3,omega_4,omega_5,omega_6,omega_7,omega_8,omega_9,omega_10,omega_11,omega_12
2677,1573744280.3642192,0.3088959753513336,-0.2503783106803894,-0.09005249291658401,0.13807465136051178,0.02442029118537903,0.03044598177075386,696.8976440429688,706.0149536132812,694.27587890625,701.4119873046875,683.3687744140625,702.962646484375,695.849609375,707.0184936523438,693.4239501953125,702.2352294921875,684.358154296875,702.0499267578125
2678,1573744280.3742537,0.30878543853759766,-0.25012266635894775,-0.08879049867391586,0.13640475273132324,0.024308159947395325,0.030429735779762268,696.388427734375,706.2341918945312,693.9921264648438,701.3861694335938,682.7733764648438,703.3726196289062,695.3363647460938,707.2384643554688,693.1471557617188,702.2017822265625,683.762451171875,702.4642333984375
2679,1573744280.384598,0.30865371227264404,-0.2495098114013672,-0.0867219790816307,0.13422583043575287,0.024143896996974945,0.03090554289519787,695.9526977539062,706.4287109375,693.6134643554688,701.5216674804688,682.145263671875,703.9256591796875,694.8907470703125,707.4396362304688,692.7696533203125,702.3343505859375,683.1424560546875,703.014404296875
2680,1573744280.3953278,0.30834680795669556,-0.24845431745052338,-0.08325853198766708,0.13088391721248627,0.023621905595064163,0.03187212720513344,695.3441772460938,706.7391967773438,693.318603515625,701.5438232421875,681.4967651367188,704.5614013671875,694.266845703125,707.7606201171875,692.4722290039062,702.3578491210938,682.5046997070312,703.6453857421875
2681,1573744280.404356,0.30771830677986145,-0.24741201102733612,-0.07882785052061081,0.12636670470237732,0.02288263849914074,0.03270497918128967,694.671875,707.0502319335938,693.101806640625,701.414306640625,680.9537353515625,705.11328125,693.5850830078125,708.0762329101562,692.2570190429688,702.2265014648438,681.9658203125,704.1979370117188
2682,1573744280.4133775,0.30707186460494995,-0.24634988605976105,-0.07401563972234726,0.12157447636127472,0.022323239594697952,0.03350163996219635,694.0975952148438,707.2566528320312,692.82470703125,701.3237915039062,680.46923828125,705.6168212890625,693.0018310546875,708.2877197265625,691.9794311523438,702.1357421875,681.4877319335938,704.699462890625
2683,1573744280.4231446,0.30645233392715454,-0.24502481520175934,-0.06874413043260574,0.11668892949819565,0.021702948957681656,0.034649673849344254,693.4776000976562,707.4136352539062,692.5679321289062,701.1406860351562,680.0047607421875,706.0355834960938,692.3676147460938,708.4545288085938,691.7159423828125,701.9588623046875,681.0348510742188,705.1113891601562
2684,1573744280.432358,0.3056333363056183,-0.24378153681755066,-0.0627112090587616,0.11079972237348557,0.021092623472213745,0.03543606773018837,692.7464599609375,707.6591796875,692.4127807617188,700.8086547851562,679.5909423828125,706.4359741210938,691.6268310546875,708.7046508789062,691.558837890625,701.6292724609375,680.6260375976562,705.5105590820312
2685,1573744280.4425588,0.30453625321388245,-0.24251317977905273,-0.05574319139122963,0.10375253111124039,0.020456425845623016,0.03608753904700279,692.0008544921875,707.8732299804688,692.1842651367188,700.4932861328125,679.1611328125,706.8768310546875,690.8761596679688,708.9190063476562,691.332275390625,701.3123779296875,680.198486328125,705.952880859375
2686,1573744280.454671,0.30368825793266296,-0.24102772772312164,-0.04788576811552048,0.09644092619419098,0.020548390224575996,0.03666654974222183,691.4300537109375,707.9823608398438,691.936767578125,700.228759765625,678.8716430664062,707.2677612304688,690.2925415039062,709.0369262695312,691.0753784179688,701.056884765625,679.9227905273438,706.3341674804688
2687,1573744280.4640696,0.30272093415260315,-0.23928268253803253,-0.03954223170876503,0.08889230340719223,0.02042437344789505,0.03759980574250221,690.8094482421875,708.031494140625,691.7430419921875,699.8412475585938,678.6387939453125,707.5321655273438,689.6566162109375,709.09716796875,690.8682861328125,700.682861328125,679.7059326171875,706.5863647460938
2688,1573744280.471952,0.3014628291130066,-0.23769238591194153,-0.031036030501127243,0.08074985444545746,0.020200097933411598,0.038198914378881454,690.1327514648438,708.0855712890625,691.548828125,699.4060668945312,678.3958129882812,707.7758178710938,688.9725952148438,709.1546020507812,690.66845703125,700.2539672851562,679.4710083007812,706.8248901367188
2689,1573744280.4847996,0.30014410614967346,-0.23613058030605316,-0.022712772712111473,0.07282539457082748,0.020034996792674065,0.038766805082559586,689.554443359375,707.9793701171875,691.3014526367188,698.9735717773438,678.2178344726562,707.8751831054688,688.38916015625,709.0508422851562,690.4147338867188,699.8281860351562,679.3009643554688,706.9183349609375
2690,1573744280.4924045,0.29891830682754517,-0.23449480533599854,-0.014684431254863739,0.0654151439666748,0.019948286935687065,0.039442628622055054,689.026611328125,707.825439453125,691.0823974609375,698.5330810546875,678.0884399414062,707.8975830078125,687.853515625,708.9022827148438,690.1856079101562,699.398193359375,679.1826782226562,706.9315185546875
2691,1573744280.5026934,0.29796338081359863,-0.23313573002815247,-0.008129315450787544,0.0593489371240139,0.020002005621790886,0.03984248638153076,688.5235595703125,707.8734130859375,691.0255737304688,698.154296875,677.9747314453125,708.017822265625,687.3421020507812,708.955322265625,690.1210327148438,699.0280151367188,679.077880859375,707.0448608398438
2692,1573744280.5113049,0.29654285311698914,-0.23155441880226135,4.650256232707761e-05,0.05148685351014137,0.020059360191226006,0.04009578004479408,687.9266967773438,707.8378295898438,690.8756103515625,697.7008056640625,677.826904296875,708.1148681640625,686.7413940429688,708.9205932617188,689.9664916992188,698.5800170898438,678.9363403320312,707.137451171875
2693,1573744280.5212617,0.29519912600517273,-0.23017629981040955,0.006663263775408268,0.04515139013528824,0.019816849380731583,0.040614206343889236,687.6924438476562,707.7632446289062,690.8007202148438,697.5233764648438,677.889404296875,708.2183837890625,686.50634765625,708.845947265625,689.8870239257812,698.407470703125,679.0040893554688,707.2363891601562
2694,1573744280.531024,0.29345253109931946,-0.22844421863555908,0.015075361356139183,0.037137243896722794,0.01973017491400242,0.041067034006118774,687.4784545898438,707.5415649414062,690.6744995117188,697.281982421875,678.0430297851562,708.2247924804688,686.2930297851562,708.6237182617188,689.7542114257812,698.1728515625,679.1642456054688,707.2364501953125
2695,1573744280.5413418,0.29175153374671936,-0.22688649594783783,0.022855455055832863,0.02968367002904415,0.01979726366698742,0.04118951037526131,687.36376953125,707.3456420898438,690.7057495117188,697.0020141601562,678.3735961914062,708.1337890625,686.181396484375,708.4253540039062,689.780517578125,697.8988647460938,679.4974365234375,707.1412353515625
2696,1573744280.5502832,0.29014846682548523,-0.22554552555084229,0.02993735671043396,0.022812604904174805,0.02018948644399643,0.04087711498141289,687.3607177734375,707.1490478515625,690.7692260742188,696.781494140625,678.7775268554688,708.02734375,686.1837158203125,708.2246704101562,689.8409423828125,697.682373046875,679.90185546875,707.0321655273438
2697,1573744280.5603323,0.2886131703853607,-0.22424793243408203,0.03682341426610947,0.016134094446897507,0.020996004343032837,0.0402284674346447,687.403076171875,706.9140014648438,690.7438354492188,696.64306640625,679.1294555664062,707.9583740234375,686.2312622070312,707.9862060546875,689.812255859375,697.547607421875,680.255859375,706.9595336914062
2698,1573744280.570297,0.28711360692977905,-0.22282038629055023,0.043661538511514664,0.00965079665184021,0.021929167211055756,0.03963645175099373,687.4351806640625,706.633544921875,690.6481323242188,696.5323486328125,679.4129028320312,707.8932495117188,686.2656860351562,707.705078125,689.71044921875,697.4428100585938,680.5448608398438,706.8878784179688
2699,1573744280.5813878,0.2853989601135254,-0.22127071022987366,0.05078454688191414,0.002800360321998596,0.02286459505558014,0.038974449038505554,687.4985961914062,706.365966796875,690.557861328125,696.4812622070312,679.7149047851562,707.8775024414062,686.3331298828125,707.4353637695312,689.6153564453125,697.3961791992188,680.851318359375,706.86669921875
2700,1573744280.5902863,0.2837142050266266,-0.21992382407188416,0.056110531091690063,-0.002476706402376294,0.022497326135635376,0.039323873817920685,687.5698852539062,706.1041259765625,690.49462890625,696.4752197265625,679.9625244140625,707.8191528320312,686.4114990234375,707.1685180664062,689.55126953125,697.390869140625,681.0979614257812,706.807861328125
2701,1573744280.6007023,0.2819298207759857,-0.2184356153011322,0.062268275767564774,-0.008511122316122055,0.022920701652765274,0.0389682911336422,687.704345703125,705.8895263671875,690.4982299804688,696.4913330078125,680.3204345703125,707.8115234375,686.5523071289062,706.94970703125,689.5526123046875,697.4089965820312,681.45654296875,706.7980346679688
2702,1573744280.60919,0.28023776412010193,-0.2169935703277588,0.06788753718137741,-0.013982120901346207,0.0233034398406744,0.038704682141542435,687.960205078125,705.7406005859375,690.5367431640625,696.6624755859375,680.7167358398438,707.9111328125,686.8135986328125,706.7976684570312,689.5880737304688,697.5825805664062,681.8546752929688,706.8946533203125
2703,1573744280.6191587,0.27865126729011536,-0.21564605832099915,0.07284198701381683,-0.018809355795383453,0.02350873127579689,0.03861101344227791,688.2554321289062,705.6140747070312,690.567138671875,696.9075927734375,681.0862426757812,708.0516357421875,687.1140747070312,706.6682739257812,689.6156616210938,697.8296508789062,682.2260131835938,707.0324096679688
2704,1573744280.6291306,0.2770763635635376,-0.21435192227363586,0.07693549245595932,-0.022820783779025078,0.022643914446234703,0.03944822773337364,688.4655151367188,705.39404296875,690.5740966796875,697.0397338867188,681.385986328125,708.02490234375,687.330322265625,706.4445190429688,689.6207885742188,697.9630126953125,682.524658203125,707.0051879882812
2705,1573744280.6382735,0.2757026255130768,-0.2131444364786148,0.08105551451444626,-0.02675962634384632,0.022790031507611275,0.039415813982486725,688.8286743164062,705.3108520507812,690.69384765625,697.29931640625,681.8267211914062,708.1438598632812,687.6973266601562,706.3597412109375,689.73681640625,698.2255859375,682.9671630859375,707.1211547851562
2706,1573744280.6500993,0.2745312750339508,-0.21226194500923157,0.0840340331196785,-0.029687171801924706,0.022571461275219917,0.03961167111992836,689.25732421875,705.16552734375,690.7521362304688,697.6124877929688,682.2393188476562,708.2180786132812,688.1323852539062,706.211181640625,689.79345703125,698.5394287109375,683.37890625,707.194580078125
2707,1573744280.6600564,0.2732395529747009,-0.21149897575378418,0.08621570467948914,-0.03202582523226738,0.020959151908755302,0.040928442031145096,689.6199340820312,704.8139038085938,690.6561889648438,697.8544311523438,682.5232543945312,708.0957641601562,688.5062866210938,705.852294921875,689.699462890625,698.778076171875,683.6565551757812,707.0761108398438
2708,1573744280.6690614,0.2722058594226837,-0.2107076197862625,0.08838068693876266,-0.03412498161196709,0.01992262341082096,0.04197928309440613,690.0599975585938,704.6174926757812,690.6044921875,698.2577514648438,682.8119506835938,708.1883544921875,688.9520263671875,705.6533813476562,689.6454467773438,699.181884765625,683.9453125,707.1677856445312
2709,1573744280.6781204,0.2711640000343323,-0.2098991572856903,0.09035131335258484,-0.03605692833662033,0.018395423889160156,0.04344324767589569,690.4125366210938,704.4638671875,690.6224365234375,698.5656127929688,683.0879516601562,708.2349853515625,689.309814453125,705.4971923828125,689.661865234375,699.4900512695312,684.2198486328125,707.2146606445312
2710,1573744280.6871188,0.2701769471168518,-0.20959804952144623,0.09132310003042221,-0.0374828465282917,0.016762813553214073,0.044444575905799866,690.730712890625,704.37890625,690.783935546875,698.7344360351562,683.4593505859375,708.1753540039062,689.64111328125,705.4017333984375,689.8311767578125,699.6513671875,684.5789184570312,707.164306640625
2711,1573744280.6991172,0.2693975865840912,-0.20938165485858917,0.09186539053916931,-0.038387298583984375,0.015083970502018929,0.045615632086992264,691.0504150390625,704.2888793945312,690.8976440429688,698.9378051757812,683.7703247070312,708.1382446289062,689.9717407226562,705.3033447265625,689.9508666992188,699.8486328125,684.8800659179688,707.1346435546875
2712,1573744280.708962,0.26876306533813477,-0.208957239985466,0.09247378259897232,-0.03896548971533775,0.013148216530680656,0.047437217086553574,691.4395751953125,704.0991821289062,690.9290161132812,699.2091674804688,684.0601196289062,708.079833984375,690.3658447265625,705.1115112304688,689.9810180664062,700.1202392578125,685.1671142578125,707.0771484375
2713,1573744280.7171106,0.2683272659778595,-0.20880161225795746,0.09229152649641037,-0.038884237408638,0.011067218147218227,0.049253132194280624,691.78125,703.9829711914062,691.0387573242188,699.4122314453125,684.3544311523438,707.9977416992188,690.7134399414062,704.9917602539062,690.0921630859375,700.3215942382812,685.4558715820312,706.9984741210938
2714,1573744280.7276623,0.26799869537353516,-0.20876607298851013,0.09145006537437439,-0.038198087364435196,0.008440820500254631,0.051584504544734955,692.125244140625,703.8878173828125,691.121337890625,699.6747436523438,684.5863037109375,707.9588012695312,691.0635375976562,704.8927612304688,690.1769409179688,700.5813598632812,685.681884765625,706.9637451171875
2715,1573744280.7360342,0.2677115499973297,-0.20860281586647034,0.09036629647016525,-0.03708400949835777,0.005191333591938019,0.05477374419569969,692.5747680664062,703.7161865234375,691.0792236328125,700.1182861328125,684.7545776367188,707.989501953125,691.5164184570312,704.7205810546875,690.133056640625,701.024658203125,685.848876953125,706.9949951171875
2716,1573744280.748135,0.26734742522239685,-0.2084970623254776,0.08895546942949295,-0.035885896533727646,0.001573438523337245,0.058143291622400284,692.9159545898438,703.699951171875,691.0709838867188,700.5883178710938,684.8164672851562,708.163330078125,691.8628540039062,704.7009887695312,690.1273193359375,701.490478515625,685.9066772460938,707.1729736328125
2717,1573744280.7559204,0.26708897948265076,-0.2084408551454544,0.08723913133144379,-0.034393150359392166,-0.0019545808900147676,0.0613957978785038,693.1112670898438,703.7423706054688,691.1155395507812,700.9131469726562,684.82470703125,708.2930297851562,692.0619506835938,704.740478515625,690.1749877929688,701.8112182617188,685.9102783203125,707.3074340820312
2718,1573744280.7657034,0.2671930193901062,-0.20833978056907654,0.08516747504472733,-0.03211655467748642,-0.005097404588013887,0.06464995443820953,693.3236694335938,703.6976318359375,691.1668701171875,701.1456909179688,684.8765869140625,708.28466796875,692.2711181640625,704.6998901367188,690.2221069335938,702.0470581054688,685.9640502929688,707.2970581054688
2719,1573744280.7773368,0.2673272490501404,-0.20835450291633606,0.08259691298007965,-0.02948317490518093,-0.008282848633825779,0.06781631708145142,693.4846801757812,703.7313842773438,691.2605590820312,701.3621826171875,684.8994750976562,708.3146362304688,692.4301147460938,704.736083984375,690.314208984375,702.2645874023438,685.9866943359375,707.3273315429688
2720,1573744280.7861505,0.2672877013683319,-0.20838478207588196,0.07976806908845901,-0.02681543491780758,-0.011815411038696766,0.07112490385770798,693.6180419921875,703.80615234375,691.348876953125,701.61669921875,684.8782348632812,708.4027709960938,692.564697265625,704.8099365234375,690.4049072265625,702.5162963867188,685.961669921875,707.4193725585938
2721,1573744280.7951372,0.2672068774700165,-0.20821250975131989,0.07697191834449768,-0.02397068403661251,-0.015503233298659325,0.07479587197303772,693.818115234375,703.7455444335938,691.3507690429688,701.9100341796875,684.8612670898438,708.4268188476562,692.7636108398438,704.7515869140625,690.4050903320312,702.81005859375,685.9445190429688,707.4437255859375
2722,1573744280.8079972,0.2671106457710266,-0.20790143311023712,0.07418209314346313,-0.02101084217429161,-0.019130516797304153,0.07856906205415726,694.021484375,703.5993041992188,691.2407836914062,702.2423095703125,684.7728271484375,708.4473876953125,692.9639282226562,704.6097412109375,690.291015625,703.14453125,685.8589477539062,707.462158203125
2723,1573744280.8150737,0.26653286814689636,-0.20733503997325897,0.07260330021381378,-0.019476767629384995,-0.02282583899796009,0.08217432349920273,694.1388549804688,703.5298461914062,691.1893920898438,702.5260009765625,684.699462890625,708.5252685546875,693.0818481445312,704.5405883789062,690.2395629882812,703.4269409179688,685.7843017578125,707.5418701171875
2724,1573744280.8253047,0.2661093473434448,-0.2071894258260727,0.06910789012908936,-0.016346942633390427,-0.026849985122680664,0.08573973178863525,694.1646728515625,703.4192504882812,691.163818359375,702.65478515625,684.5929565429688,708.4270629882812,693.113037109375,704.4254760742188,690.2201538085938,703.54931640625,685.6692504882812,707.4514770507812
2725,1573744280.837664,0.2655678689479828,-0.20678585767745972,0.06580276787281036,-0.013276070356369019,-0.031022537499666214,0.08959153294563293,694.1636962890625,703.2966918945312,691.111083984375,702.796630859375,684.4476318359375,708.3521118164062,693.1148681640625,704.30078125,690.1712036132812,703.6868896484375,685.5181274414062,707.3821411132812
2726,1573744280.8461516,0.2649557292461395,-0.20630106329917908,0.06223876029253006,-0.00996431428939104,-0.035239364951848984,0.09350737929344177,694.18896484375,703.1781616210938,691.0202026367188,703.0203247070312,684.2692260742188,708.3427124023438,693.142822265625,704.1802978515625,690.0841064453125,703.9058227539062,685.33447265625,707.3782348632812
2727,1573744280.8554432,0.26425719261169434,-0.20564718544483185,0.05890662223100662,-0.0068319388665258884,-0.03938301280140877,0.09738828986883163,694.1376342773438,703.140625,690.9833374023438,703.204345703125,684.0712280273438,708.3812866210938,693.0923461914062,704.1419067382812,690.05029296875,704.0861206054688,685.132080078125,707.4217529296875
2728,1573744280.8640804,0.2636052966117859,-0.20466578006744385,0.056288931518793106,-0.004050232470035553,-0.043194957077503204,0.10129933059215546,694.0369262695312,703.154296875,690.9663696289062,703.3709716796875,683.8504028320312,708.4790649414062,692.9855346679688,704.160888671875,690.0299072265625,704.2552490234375,684.9136962890625,707.5186157226562
2729,1573744280.8741627,0.2628847062587738,-0.20367886126041412,0.05381956696510315,-0.0014388799900189042,-0.04677196592092514,0.10496453940868378,693.9920654296875,703.07080078125,690.888427734375,703.548828125,683.6586303710938,708.5213623046875,692.9360961914062,704.0819091796875,689.9488525390625,704.4351196289062,684.7239990234375,707.56005859375
2730,1573744280.8850067,0.26199740171432495,-0.2028217315673828,0.05137204751372337,0.000903115258552134,-0.05024780333042145,0.10825617611408234,693.9580688476562,702.9151000976562,690.8056030273438,703.6616821289062,683.5230712890625,708.46044921875,692.903076171875,703.92578125,689.8675537109375,704.5458374023438,684.5850830078125,707.5025024414062
2731,1573744280.8931081,0.2608625292778015,-0.2017202526330948,0.0498385950922966,0.002351738978177309,-0.05389007180929184,0.11167324334383011,693.8851928710938,702.8909301757812,690.8607177734375,703.7379150390625,683.4633178710938,708.469482421875,692.8307495117188,703.90087890625,689.9240112304688,704.6206665039062,684.5213623046875,707.5154418945312
2732,1573744280.906217,0.25989750027656555,-0.2008291482925415,0.047269515693187714,0.004771422129124403,-0.057292722165584564,0.11473787575960159,693.7802734375,702.9605102539062,691.05810546875,703.73095703125,683.465576171875,708.439208984375,692.7267456054688,703.9688110351562,690.1243896484375,704.6116943359375,684.5173950195312,707.4906616210938
2733,1573744280.9156487,0.25912484526634216,-0.20017188787460327,0.04425908625125885,0.007668654900044203,-0.060133371502161026,0.11724185198545456,693.7568969726562,702.9431762695312,691.3134155273438,703.6376953125,683.6115112304688,708.2374877929688,692.7054443359375,703.949462890625,690.38232421875,704.5172729492188,684.6563720703125,707.2938842773438
2734,1573744280.9241724,0.25819653272628784,-0.1994907706975937,0.04134349524974823,0.010371481068432331,-0.06304541230201721,0.11971642822027206,693.8087158203125,702.9303588867188,691.5999755859375,703.59814453125,683.8330078125,708.0560302734375,692.7617797851562,703.9326171875,690.6731567382812,704.4749755859375,684.8689575195312,707.1188354492188
2735,1573744280.9342418,0.2575250566005707,-0.19906434416770935,0.03794850781559944,0.013542844913899899,-0.06535427272319794,0.12159591913223267,693.9146728515625,702.98974609375,691.9562377929688,703.5906982421875,684.1107177734375,707.9118041992188,692.8721313476562,703.988037109375,691.033935546875,704.464599609375,685.1380004882812,706.9807739257812
2736,1573744280.9423566,0.2571481764316559,-0.1986941248178482,0.0345999114215374,0.01695777103304863,-0.06704205274581909,0.12314212322235107,694.0543212890625,702.9676513671875,692.30810546875,703.5172119140625,684.4395141601562,707.6544189453125,693.01220703125,703.96630859375,691.38525390625,704.3931884765625,685.4630126953125,706.7244873046875
2737,1573744280.9523764,0.2568437159061432,-0.1984982192516327,0.03133339062333107,0.020207595080137253,-0.06842426210641861,0.12426990270614624,694.0744018554688,702.923828125,692.653076171875,703.29052734375,684.7227783203125,707.2965087890625,693.0343627929688,703.9207153320312,691.7316284179688,704.1674194335938,685.7401733398438,706.3695678710938
2738,1573744280.9620693,0.25638723373413086,-0.19821864366531372,0.028616592288017273,0.022854123264551163,-0.06995534896850586,0.1254379153251648,694.0720825195312,703.0443725585938,693.1470947265625,703.0581665039062,685.077392578125,707.0372314453125,693.0348510742188,704.0380859375,692.2281494140625,703.9353637695312,686.0869140625,706.114990234375
2739,1573744280.972273,0.2565307021141052,-0.19832353293895721,0.026555920019745827,0.02506192959845066,-0.0701988935470581,0.12555868923664093,693.9920043945312,703.17919921875,693.6090087890625,702.709716796875,685.3740234375,706.7390747070312,692.9535522460938,704.1731567382812,692.6889038085938,703.591064453125,686.3800659179688,705.8176879882812
2740,1573744280.982143,0.2569928467273712,-0.19885843992233276,0.024475518614053726,0.02715984545648098,-0.06967578083276749,0.12484066933393478,693.899658203125,703.267333984375,693.9714965820312,702.3471069335938,685.599609375,706.4153442382812,692.8621215820312,704.2596435546875,693.0525512695312,703.2301025390625,686.6008911132812,705.4961547851562
2741,1573744280.9913402,0.25727635622024536,-0.198912113904953,0.022119052708148956,0.02979017235338688,-0.06976223737001419,0.125016450881958,693.8917236328125,703.4088134765625,694.3399658203125,702.1749267578125,685.8180541992188,706.2544555664062,692.849609375,704.40478515625,693.4170532226562,703.0637817382812,686.8201293945312,705.3330688476562
2742,1573744281.0032694,0.25843048095703125,-0.19974373281002045,0.02066654898226261,0.03156851977109909,-0.06791704148054123,0.12338623404502869,693.6837158203125,703.4728393554688,694.5051879882812,701.7831420898438,685.81103515625,705.9793701171875,692.6353759765625,704.4736328125,693.5777587890625,702.6785278320312,686.8162231445312,705.0540161132812
2743,1573744281.0136085,0.2592703104019165,-0.20073334872722626,0.01855170540511608,0.03351927548646927,-0.06654438376426697,0.1217416375875473,693.5628051757812,703.6154174804688,694.7349243164062,701.51513671875,685.8704223632812,705.7974853515625,692.5164794921875,704.6130981445312,693.8114013671875,702.4086303710938,686.8701782226562,704.8762817382812
2744,1573744281.0221632,0.26027828454971313,-0.20148687064647675,0.01667052134871483,0.03567482531070709,-0.06502106785774231,0.12037234008312225,693.5018310546875,703.7301635742188,694.989501953125,701.2567749023438,685.9880981445312,705.5918579101562,692.4505615234375,704.7318725585938,694.0621948242188,702.1559448242188,686.9898071289062,704.66748046875
2745,1573744281.0310378,0.2609172761440277,-0.2017448991537094,0.015007113106548786,0.037701886147260666,-0.06437947601079941,0.11991001665592194,693.3475952148438,703.9923095703125,695.3460693359375,701.0109252929688,686.0785522460938,705.5155639648438,692.2884521484375,704.9996337890625,694.4133911132812,701.9175415039062,687.0831909179688,704.5878295898438
2746,1573744281.0413783,0.26191267371177673,-0.20253969728946686,0.013954870402812958,0.038867659866809845,-0.06275483965873718,0.11827212572097778,693.06103515625,704.2896118164062,695.594482421875,700.6837768554688,686.0133666992188,705.468994140625,691.9969482421875,705.299072265625,694.6610107421875,701.5934448242188,687.0177001953125,704.5416259765625
2747,1573744281.0501342,0.2632089853286743,-0.20347130298614502,0.013489198870956898,0.039593406021595,-0.060438744723796844,0.11614689230918884,692.7745361328125,704.5435791015625,695.7498779296875,700.351318359375,685.8944702148438,705.4221801757812,691.7027587890625,705.5579833984375,694.8129272460938,701.2662963867188,686.9022827148438,704.4918823242188
2748,1573744281.0625267,0.2647271454334259,-0.20456132292747498,0.013269629329442978,0.04013650864362717,-0.0575738251209259,0.11357411742210388,692.5210571289062,704.7587890625,695.8568115234375,700.0191650390625,685.7747192382812,705.3555908203125,691.4405517578125,705.7794189453125,694.9151611328125,700.9404296875,686.7877807617188,704.4205932617188
2749,1573744281.0724869,0.2662249207496643,-0.20580168068408966,0.013196648098528385,0.04032393544912338,-0.05454616993665695,0.11065954715013504,692.2509155273438,705.017333984375,695.9447631835938,699.7080078125,685.622314453125,705.3477783203125,691.1644897460938,706.0411376953125,695.0020751953125,700.6318969726562,686.6376342773438,704.4113159179688
2750,1573744281.081302,0.26733365654945374,-0.2066780924797058,0.013283293694257736,0.0403062142431736,-0.05228665843605995,0.10848081856966019,691.979736328125,705.2811889648438,696.0076904296875,699.4771118164062,685.4392700195312,705.4195556640625,690.8878784179688,706.3077392578125,695.0645141601562,700.4026489257812,686.45654296875,704.4823608398438
2751,1573744281.0902202,0.2690035104751587,-0.2078648954629898,0.014291771687567234,0.03953150287270546,-0.04859917238354683,0.10517985373735428,691.6328125,705.4908447265625,695.8592529296875,699.218994140625,685.0702514648438,705.525390625,690.5311279296875,706.524169921875,694.9124145507812,700.1484985351562,686.0953369140625,704.5829467773438
2752,1573744281.0993361,0.2705036699771881,-0.20920751988887787,0.015259514562785625,0.038406066596508026,-0.04496399313211441,0.10155969858169556,691.1934204101562,705.7852172851562,695.7098999023438,698.944091796875,684.6289672851562,705.7035522460938,690.0872192382812,706.8193969726562,694.7664184570312,699.870849609375,685.655517578125,704.7622680664062
2753,1573744281.1094508,0.27182644605636597,-0.21060283482074738,0.016000013798475266,0.037327609956264496,-0.041474390774965286,0.09790481626987457,690.8231811523438,705.9949951171875,695.5468139648438,698.6741333007812,684.2564086914062,705.8032836914062,689.717041015625,707.026611328125,694.6097412109375,699.5950317382812,685.2808227539062,704.8659057617188
2754,1573744281.1191478,0.2727500796318054,-0.21132056415081024,0.01640310324728489,0.036932699382305145,-0.039187606424093246,0.09583104401826859,690.6605224609375,706.046142578125,695.309814453125,698.634521484375,683.9503784179688,705.9219970703125,689.55029296875,707.0806274414062,694.3723754882812,699.5549926757812,684.9794311523438,704.9821166992188
2755,1573744281.129393,0.2738674581050873,-0.2127547711133957,0.017205512151122093,0.0356428362429142,-0.03565435856580734,0.09207555651664734,690.5277709960938,706.0377807617188,695.003662109375,698.51806640625,683.6810302734375,705.9533081054688,689.4230346679688,707.0665893554688,694.07470703125,699.429443359375,684.70654296875,705.0178833007812
2756,1573744281.139565,0.2746843099594116,-0.21370825171470642,0.017439063638448715,0.035082776099443436,-0.03322688117623329,0.08954917639493942,690.4555053710938,706.138916015625,694.8145141601562,698.5491943359375,683.4603271484375,706.1224365234375,689.352783203125,707.1650390625,693.8909912109375,699.4544677734375,684.48486328125,705.189453125
2757,1573744281.1481311,0.27601417899131775,-0.21500663459300995,0.01875889301300049,0.033707719296216965,-0.029078511521220207,0.08554349094629288,690.428955078125,706.1939086914062,694.6878662109375,698.389404296875,683.407958984375,706.1219482421875,689.325439453125,707.2203979492188,693.7655639648438,699.2935791015625,684.4351806640625,705.1867065429688
2758,1573744281.1601253,0.2769966423511505,-0.21639057993888855,0.02017533779144287,0.031743552535772324,-0.025231247767806053,0.08135613799095154,690.3030395507812,706.3519897460938,694.5803833007812,698.2210083007812,683.296875,706.2144165039062,689.2061157226562,707.3711547851562,693.66796875,699.11572265625,684.318359375,705.2852783203125
2759,1573744281.1686487,0.2776319980621338,-0.21734267473220825,0.02230415865778923,0.029111498966813087,-0.021951371803879738,0.077867291867733,690.131591796875,706.475830078125,694.3349609375,698.1578979492188,683.0496215820312,706.4285888671875,689.0397338867188,707.4889526367188,693.4312744140625,699.0433959960938,684.0682983398438,705.5038452148438
2760,1573744281.1772215,0.2779175341129303,-0.21785655617713928,0.024061549454927444,0.02699451334774494,-0.019867349416017532,0.07566498965024948,689.9872436523438,706.5071411132812,694.0801391601562,698.1361694335938,682.8134765625,706.5889282226562,688.8992919921875,707.5160522460938,693.1825561523438,699.014892578125,683.830810546875,705.6669921875
2761,1573744281.1885767,0.2782715857028961,-0.21854472160339355,0.026887739077210426,0.023773256689310074,-0.01675429753959179,0.07238250970840454,689.8114624023438,706.4862670898438,693.8301391601562,697.951416015625,682.6542358398438,706.6297607421875,688.7293090820312,707.4890747070312,692.9396362304688,698.8229370117188,683.6688842773438,705.7111206054688
2762,1573744281.1984622,0.278592973947525,-0.21921536326408386,0.029352955520153046,0.020994387567043304,-0.013698291033506393,0.06921379268169403,689.7926635742188,706.3411254882812,693.5709228515625,697.8207397460938,682.616455078125,706.572998046875,688.71728515625,707.3382568359375,692.6859130859375,698.6864013671875,683.62890625,705.65625
